"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"1218","RD044",2017-07-17,"2017",1899-12-31 16:05:00,-18.88,-41.95,0.055,NA,0.027,4.1,0.005,0.004,NA,NA,0.04,NA,NA,0.1692,NA,1.8,0.06,NA,0.004,NA,1.861,9.2,NA,98.9,NA,NA,0.03,79,10,89,7.34
"1219","RD044",2017-08-09,"2017",1899-12-31 10:30:00,-18.88,-41.95,0.041,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.133,NA,NA,0.0305,NA,0.004,NA,NA,NA,NA,113,NA,NA,0.04,81,22,103,15.4
"1220","RD044",2017-09-13,"2017",1899-12-31 10:40:00,-18.88,-41.95,0.077,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0692,NA,NA,0.0238,NA,0.004,NA,NA,NA,NA,121,NA,NA,0.02,85,2,87,7.02
"1221","RD044",2017-10-11,"2017",1899-12-31 13:30:00,-18.88,-41.95,0.127,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2036,NA,NA,0.0273,NA,0.004,NA,NA,NA,NA,139,NA,NA,0.02,102,9,111,4.6
"1222","RD044",2017-11-08,"2017",1899-12-31 10:15:00,-18.88,-41.95,0.095,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.148,NA,NA,0.0752,NA,0.004,NA,NA,NA,NA,122,NA,NA,0.07,104,30,134,73.1
"1223","RD044",2017-12-06,"2017",1899-12-31 13:10:00,-18.88,-41.95,0.174,NA,NA,NA,0.06781,0.004,NA,NA,0.054,NA,NA,0.218,NA,NA,0.92,NA,0.01792,NA,NA,NA,NA,47.7,NA,NA,0.06,586,1396,1982,3849
"1224","RD045",2017-01-18,"2017",1899-12-31 14:15:00,-18.86,-41.83,0.1,NA,0.0426,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.1431,NA,2.2,0.246,NA,0.004,NA,2.138,4.78,NA,64.7,NA,NA,0.13,68,268,336,222
"1225","RD045",2017-02-22,"2017",1899-12-31 15:10:00,-18.86,-41.83,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.357,NA,NA,0.0442,NA,0.004,NA,NA,NA,NA,73.2,NA,NA,0.05,93,9,102,39.9
"1226","RD045",2017-07-17,"2017",1899-12-31 17:15:00,-18.86,-41.83,0.045,NA,0.0254,4.5,0.005,0.004,NA,NA,0.04,NA,NA,0.1226,NA,2.7,0.022,NA,0.004,NA,1.823,8.61,NA,94.7,NA,NA,0.09,78,16,94,4.62
"1227","RD045",2017-08-09,"2017",1899-12-31 12:40:00,-18.86,-41.83,0.067,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1113,NA,NA,0.018,NA,0.004,NA,NA,NA,NA,114,NA,NA,0.04,87,13,100,9.05
"1228","RD045",2017-09-13,"2017",1899-12-31 12:40:00,-18.86,-41.83,0.036,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0699,NA,NA,0.0249,NA,0.004,NA,NA,NA,NA,123,NA,NA,0.04,82,12,94,6.16
"1229","RD045",2017-10-11,"2017",1899-12-31 14:30:00,-18.86,-41.83,0.038,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0601,NA,NA,0.0318,NA,0.004,NA,NA,NA,NA,142,NA,NA,0.04,104,4,108,6.94
"1230","RD045",2017-11-08,"2017",1899-12-31 11:15:00,-18.86,-41.83,0.141,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1036,NA,NA,0.0459,NA,0.004,NA,NA,NA,NA,119,NA,NA,0.05,101,17,118,79.9
"1231","RD045",2017-12-06,"2017",1899-12-31 14:25:00,-18.86,-41.83,0.177,NA,NA,NA,0.03068,0.004,NA,NA,0.04,NA,NA,0.302,NA,NA,0.789,NA,0.01061,NA,NA,NA,NA,56.2,NA,NA,0.02,195,762,957,1449
"1232","RD053",2017-01-23,"2017",1899-12-31 09:25:00,-18.97,-41.65,0.138,NA,0.0255,3.2,0.005,0.004,NA,NA,0.04,NA,NA,0.419,NA,1.8,0.0653,NA,0.004,NA,2.349,5.71,NA,65,NA,NA,0.04,68,75,143,85.3
"1233","RD053",2017-02-23,"2017",1899-12-31 09:00:00,-18.97,-41.65,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.294,NA,NA,0.0457,NA,0.004,NA,NA,NA,NA,78.8,NA,NA,0.06,70,14,84,42.8
"1234","RD053",2017-07-20,"2017",1899-12-31 10:20:00,-18.97,-41.65,0.037,NA,0.0232,4.7,0.005,0.004,NA,NA,0.04,NA,NA,0.0928,NA,1.6,0.0283,NA,0.004,NA,1.935,9.75,NA,113,NA,NA,0.02,78,10,88,4
"1235","RD053",2017-08-09,"2017",1899-12-31 14:10:00,-18.97,-41.65,0.929,NA,NA,NA,0.005,0.0084,NA,NA,0.04,NA,NA,0.543,NA,NA,0.0181,NA,0.004,NA,NA,NA,NA,110,NA,NA,0.02,89,9,98,5.36
"1236","RD053",2017-09-13,"2017",1899-12-31 14:30:00,-18.97,-41.65,0.033,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0512,NA,NA,0.0277,NA,0.004,NA,NA,NA,NA,119,NA,NA,0.04,74,11,85,4.78
"1237","RD053",2017-10-16,"2017",1899-12-31 09:10:00,-18.97,-41.65,0.03,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0554,NA,NA,0.045,NA,0.004,NA,NA,NA,NA,144,NA,NA,0.04,93,10,103,7.92
"1238","RD053",2017-11-08,"2017",1899-12-31 13:40:00,-18.97,-41.65,0.295,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.204,NA,NA,0.0674,NA,0.004,NA,NA,NA,NA,148,NA,NA,0.02,126,54,180,141
"1239","RD053",2017-12-07,"2017",1899-12-31 09:00:00,-18.97,-41.65,0.115,NA,NA,NA,0.02588,0.004,NA,NA,0.04,NA,NA,0.212,NA,NA,0.773,NA,0.014,NA,NA,NA,NA,59.8,NA,NA,0.08,354,819,1173,2401
"1240","RD058",2017-01-23,"2017",1899-12-31 11:10:00,-19.17,-41.46,0.1,NA,0.0331,3.5,0.005,0.004,NA,NA,0.04,NA,NA,0.193,NA,1.8,0.1017,NA,0.004,NA,2.562,4.8,NA,67.2,NA,NA,0.12,79,96,175,97.6
"1241","RD058",2017-02-23,"2017",1899-12-31 11:00:00,-19.17,-41.46,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1721,NA,NA,0.0619,NA,0.004,NA,NA,NA,NA,79.4,NA,NA,0.06,93,50,143,101
"1242","RD058",2017-07-20,"2017",1899-12-31 12:45:00,-19.17,-41.46,0.077,NA,0.0236,3.2,0.005,0.004,NA,NA,0.04,NA,NA,0.0964,NA,1.8,0.0309,NA,0.004,NA,1.83,8.5,NA,105,NA,NA,0.05,74,6,80,5.59
"1243","RD058",2017-08-10,"2017",1899-12-31 09:40:00,-19.17,-41.46,0.096,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1403,NA,NA,0.033,NA,0.004,NA,NA,NA,NA,106,NA,NA,0.02,67,8,75,6.44
"1244","RD058",2017-09-14,"2017",1899-12-31 10:00:00,-19.17,-41.46,0.034,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0681,NA,NA,0.0348,NA,0.004,NA,NA,NA,NA,116,NA,NA,0.06,91,7,98,4.21
"1245","RD058",2017-10-16,"2017",1899-12-31 10:50:00,-19.17,-41.46,0.049,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0547,NA,NA,0.033,NA,0.004,NA,NA,NA,NA,142,NA,NA,0.02,98,3,101,2.99
"1246","RD058",2017-11-09,"2017",1899-12-31 09:00:00,-19.17,-41.46,0.134,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.113,NA,NA,0.059,NA,0.004,NA,NA,NA,NA,124,NA,NA,0.07,97,58,155,108
"1247","RD058",2017-12-07,"2017",1899-12-31 10:15:00,-19.17,-41.46,0.103,NA,NA,NA,0.01953,0.0051,NA,NA,0.04,NA,NA,0.1499,NA,NA,0.75,NA,0.01144,NA,NA,NA,NA,59.3,NA,NA,0.41,260,391,651,1025
"1248","RD059",2017-01-20,"2017",1899-12-31 14:00:00,-19.35,-41.24,0.1,NA,0.0353,3.9,0.005,0.004,NA,NA,0.04,NA,NA,0.186,NA,1.9,0.1031,NA,0.004,NA,2.419,4.86,NA,65.9,NA,NA,0.1,108,93,201,163
"1249","RD059",2017-02-23,"2017",1899-12-31 13:00:00,-19.35,-41.24,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1475,NA,NA,0.0566,NA,0.004,NA,NA,NA,NA,77.1,NA,NA,0.04,85,69,154,103
"1250","RD059",2017-07-19,"2017",1899-12-31 14:35:00,-19.35,-41.24,0.045,NA,0.0252,3.6,0.005,0.004,NA,NA,0.04,NA,NA,0.0841,NA,2.2,0.0438,NA,0.004,NA,1.715,7.01,NA,92.1,NA,NA,0.05,62,13,75,15.4
"1251","RD059",2017-08-10,"2017",1899-12-31 10:50:00,-19.35,-41.24,0.053,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.136,NA,NA,0.0334,NA,0.004,NA,NA,NA,NA,102,NA,NA,0.02,68,2,69,6.6
"1252","RD059",2017-09-14,"2017",1899-12-31 11:20:00,-19.35,-41.24,0.053,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.071,NA,NA,0.0249,NA,0.004,NA,NA,NA,NA,107,NA,NA,0.02,77,3,80,5.27
"1253","RD059",2017-10-12,"2017",1899-12-31 13:40:00,-19.35,-41.24,0.052,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0389,NA,NA,0.0266,NA,0.004,NA,NA,NA,NA,142,NA,NA,0.02,109,2,111,4.11
"1254","RD059",2017-11-09,"2017",1899-12-31 10:40:00,-19.35,-41.24,0.14,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1795,NA,NA,0.0456,NA,0.004,NA,NA,NA,NA,135,NA,NA,0.06,102,53,155,90.3
"1255","RD059",2017-12-07,"2017",1899-12-31 11:30:00,-19.35,-41.24,0.142,NA,NA,NA,0.01815,0.004,NA,NA,0.04,NA,NA,0.263,NA,NA,0.63,NA,0.0088,NA,NA,NA,NA,61.5,NA,NA,0.18,312,337,649,725
"1256","RD067",2017-01-20,"2017",1899-12-31 16:00:00,-19.51,-41.01,0.177,NA,0.0404,2.9,0.005,0.004,NA,NA,0.04,NA,NA,0.207,NA,1.7,0.0547,NA,0.004,NA,2.388,6.13,NA,75.6,NA,NA,0.07,122,74,196,153
"1257","RD067",2017-02-23,"2017",1899-12-31 14:00:00,-19.51,-41.01,0.143,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.343,NA,NA,0.0403,NA,0.004,NA,NA,NA,NA,65.1,NA,NA,0.06,68,38,106,67.6
"1258","RD067",2017-07-19,"2017",1899-12-31 16:00:00,-19.51,-41.01,0.069,NA,0.0243,4.2,0.005,0.004,NA,NA,0.04,NA,NA,0.0682,NA,2,0.0119,NA,0.004,NA,1.755,6.69,NA,91.8,NA,NA,0.03,58,9,67,7.54
"1259","RD067",2017-08-10,"2017",1899-12-31 12:30:00,-19.51,-41.01,0.043,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0475,NA,NA,0.0267,NA,0.004,NA,NA,NA,NA,97.9,NA,NA,0.08,66,20,86,19.8
"1260","RD067",2017-09-14,"2017",1899-12-31 12:20:00,-19.51,-41.01,0.044,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0347,NA,NA,0.0137,NA,0.004,NA,NA,NA,NA,98.2,NA,NA,0.02,74,5,79,7.32
"1261","RD067",2017-10-12,"2017",1899-12-31 15:50:00,-19.51,-41.01,0.055,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0618,NA,NA,0.011,NA,0.004,NA,NA,NA,NA,112,NA,NA,0.02,87,9,96,5.43
"1262","RD067",2017-11-09,"2017",1899-12-31 13:00:00,-19.51,-41.01,0.054,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0421,NA,NA,0.025,NA,0.004,NA,NA,NA,NA,118,NA,NA,0.02,89,21,110,32.9
"1263","RD067",2017-12-07,"2017",1899-12-31 13:00:00,-19.51,-41.01,0.154,NA,NA,NA,0.00811,0.0375,NA,NA,0.04,NA,NA,0.1628,NA,NA,0.173,NA,0.00494,NA,NA,NA,NA,60.1,NA,NA,0.02,193,139,332,426
"1264","RD071",2017-01-10,"2017",1899-12-31 10:30:00,-20.28,-43.03,0.1,NA,0.025,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.0837,NA,2.2,0.23,NA,0.004,NA,0.962,4.85,NA,64.5,NA,NA,0.04,80,83,163,161
"1265","RD071",2017-02-20,"2017",1899-12-31 15:30:00,-20.28,-43.03,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.212,NA,NA,0.14,NA,0.004,NA,NA,NA,NA,70.2,NA,NA,NA,66,65,131,53.2
"1266","RD071",2017-07-18,"2017",1899-12-31 09:00:00,-20.28,-43.03,0.02,NA,0.0196,4.8,0.005,0.004,NA,NA,0.04,NA,NA,0.0956,NA,2,0.0692,NA,0.004,NA,0.757,3.85,NA,64.4,NA,NA,0.04,75,13,88,16.5
"1267","RD071",2017-08-07,"2017",1899-12-31 13:30:00,-20.28,-43.03,0.058,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1158,NA,NA,0.0459,NA,0.004,NA,NA,NA,NA,76.4,NA,NA,0.02,68,11,79,15.2
"1268","RD071",2017-09-11,"2017",1899-12-31 14:00:00,-20.28,-43.03,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.088,NA,NA,0.0312,NA,0.004,NA,NA,NA,NA,110,NA,NA,0.03,78,3,81,6.04
"1269","RD071",2017-10-03,"2017",1899-12-31 09:30:00,-20.28,-43.03,0.039,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1573,NA,NA,0.0437,NA,0.004,NA,NA,NA,NA,148,NA,NA,0.03,87,15,102,18.6
"1270","RD071",2017-11-06,"2017",1899-12-31 13:35:00,-20.28,-43.03,0.161,NA,NA,NA,0.00702,0.004,NA,NA,0.04,NA,NA,0.311,NA,NA,1.234,NA,0.006,NA,NA,NA,NA,99,NA,NA,0.02,148,370,518,586
"1271","RD071",2017-12-04,"2017",1899-12-31 14:30:00,-20.28,-43.03,0.085,NA,NA,NA,0.00666,0.004,NA,NA,0.04,NA,NA,0.226,NA,NA,1.84,NA,0.00555,NA,NA,NA,NA,107,NA,NA,0.02,114,329,443,608
"1272","RD072",2017-01-11,"2017",1899-12-31 08:30:00,-20.27,-42.92,0.1,NA,0.0317,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.245,NA,2.1,0.215,NA,0.004,NA,1.609,4.81,NA,64.7,NA,NA,0.2,70,108,178,84.8
"1273","RD072",2017-02-21,"2017",1899-12-31 09:30:00,-20.27,-42.92,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.311,NA,NA,0.0794,NA,0.004,NA,NA,NA,NA,58.1,NA,NA,0.05,67,13,80,35.1
"1274","RD072",2017-07-19,"2017",1899-12-31 08:20:00,-20.27,-42.92,0.045,NA,0.0185,4.1,0.005,0.004,NA,NA,0.04,NA,NA,0.1171,NA,1.2,0.0361,NA,0.004,NA,1.035,3.69,NA,59.3,NA,NA,0.04,43,7,50,10.2
"1275","RD072",2017-08-07,"2017",1899-12-31 14:40:00,-20.27,-42.92,0.047,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1479,NA,NA,0.0505,NA,0.004,NA,NA,NA,NA,63.8,NA,NA,0.04,54,6,60,11.9
"1276","RD072",2017-09-12,"2017",1899-12-31 08:40:00,-20.27,-42.92,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0646,NA,NA,0.0437,NA,0.004,NA,NA,NA,NA,82.3,NA,NA,0.06,70,4,74,6.63
"1277","RD072",2017-10-04,"2017",1899-12-31 08:25:00,-20.27,-42.92,0.03,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0952,NA,NA,0.0843,NA,0.004,NA,NA,NA,NA,87.7,NA,NA,0.03,75,16,91,14.7
"1278","RD072",2017-11-07,"2017",1899-12-31 08:15:00,-20.27,-42.92,0.125,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.229,NA,NA,0.439,NA,0.004,NA,NA,NA,NA,88.8,NA,NA,0.06,90,94,184,186
"1279","RD072",2017-12-05,"2017",1899-12-31 08:40:00,-20.27,-42.92,0.128,NA,NA,NA,0.01342,0.004,NA,NA,0.04,NA,NA,0.271,NA,NA,2.316,NA,0.01496,NA,NA,NA,NA,60.6,NA,NA,0.32,119,579,698,1094
"1280","RD083",2017-01-18,"2017",1899-12-31 11:00:00,-19.1,-42.15,0.133,NA,0.0432,3.2,0.00564,0.004,NA,NA,0.04,NA,NA,0.338,NA,1.9,0.333,NA,0.004,NA,2.084,3.67,NA,54.7,NA,NA,0.16,100,134,234,315
"1281","RD083",2017-02-22,"2017",1899-12-31 10:40:00,-19.1,-42.15,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.257,NA,NA,0.0783,NA,0.004,NA,NA,NA,NA,69.5,NA,NA,0.06,96,3,99,47.5
"1282","RD083",2017-07-17,"2017",1899-12-31 14:30:00,-19.1,-42.15,0.059,NA,0.0218,3.6,0.005,0.004,NA,NA,0.04,NA,NA,0.1335,NA,2,0.0207,NA,0.004,NA,1.767,10.54,NA,105,NA,NA,0.06,85,8,93,11.6
"1283","RD083",2017-08-09,"2017",1899-12-31 09:20:00,-19.1,-42.15,0.065,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0961,NA,NA,0.0402,NA,0.004,NA,NA,NA,NA,112,NA,NA,0.03,85,15,100,31.6
"1284","RD083",2017-09-13,"2017",1899-12-31 09:10:00,-19.1,-42.15,0.095,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0906,NA,NA,0.0399,NA,0.004,NA,NA,NA,NA,128,NA,NA,0.03,90,28,118,19
"1285","RD083",2017-10-11,"2017",1899-12-31 11:15:00,-19.1,-42.15,0.028,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0616,NA,NA,0.0338,NA,0.004,NA,NA,NA,NA,155,NA,NA,0.04,107,3,110,6.2
"1286","RD083",2017-11-08,"2017",1899-12-31 09:00:00,-19.1,-42.15,0.064,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1245,NA,NA,0.0297,NA,0.004,NA,NA,NA,NA,155,NA,NA,0.04,95,12,107,47.6
"1287","RD083",2017-12-06,"2017",1899-12-31 12:00:00,-19.1,-42.15,0.094,NA,NA,NA,0.02828,0.004,NA,NA,0.04,NA,NA,0.1335,NA,NA,0.837,NA,0.01928,NA,NA,NA,NA,47.1,NA,NA,0.07,453,863,1316,2524
"1288","RD011",2018-01-09,"2018",1899-12-31 08:40:00,-20.29,-43.07,0.037,NA,0.0563,4.5,0.005,0.004,NA,NA,0.04,NA,NA,0.1845,NA,2.6,0.883,NA,0.004,NA,1.041,4.52,NA,57.3,NA,NA,0.05,83,126,209,229
"1289","RD011",2018-02-05,"2018",1899-12-31 12:45:00,-20.29,-43.07,0.087,NA,NA,NA,0.00714,0.004,NA,NA,0.04,NA,NA,0.296,NA,NA,2.187,NA,0.00626,NA,NA,NA,NA,37.1,NA,NA,0.37,69,490,559,732
"1290","RD011",2018-03-05,"2018",1899-12-31 13:00:00,-20.29,-43.07,0.048,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1496,NA,NA,0.969,NA,0.00593,NA,NA,NA,NA,46.2,NA,NA,0.04,49,95,144,250
"1291","RD019",2018-01-10,"2018",1899-12-31 14:00:00,-20.02,-42.75,0.091,NA,0.0354,2.9,0.005,0.004,NA,NA,0.04,NA,NA,0.29,NA,1.6,0.24,NA,0.0049,NA,2.24,3.75,NA,50,NA,NA,0.09,68,72,140,154
"1292","RD019",2018-02-06,"2018",1899-12-31 09:15:00,-20.02,-42.75,0.095,NA,NA,NA,0.00812,0.004,NA,NA,0.04,NA,NA,0.338,NA,NA,0.481,NA,0.0058,NA,NA,NA,NA,40.3,NA,NA,0.27,121,286,407,663
"1293","RD019",2018-03-06,"2018",1899-12-31 10:20:00,-20.02,-42.75,0.12,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.245,NA,NA,0.342,NA,0.00514,NA,NA,NA,NA,48.7,NA,NA,0.07,75,110,185,197
"1294","RD023",2018-01-12,"2018",1899-12-31 08:30:00,-19.76,-42.48,0.081,NA,0.0395,2.8,0.005,0.004,NA,NA,0.04,NA,NA,0.31,NA,1.5,0.216,NA,0.004,NA,2.466,3.98,NA,54.9,NA,NA,0.08,72,47,119,124
"1295","RD023",2018-03-06,"2018",1899-12-31 13:30:00,-19.76,-42.48,0.114,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.176,NA,NA,0.377,NA,0.00669,NA,NA,NA,NA,48.5,NA,NA,0.05,92,160,252,250
"1296","RD033",2018-01-17,"2018",1899-12-31 09:20:00,-19.33,-42.38,0.087,NA,0.0425,4.5,0.005,0.004,NA,NA,0.04,NA,NA,0.306,NA,1.8,0.208,NA,0.004,NA,2.784,11.61,NA,105,NA,NA,0.02,98,58,156,80.7
"1297","RD033",2018-02-06,"2018",1899-12-31 15:30:00,-19.33,-42.38,0.108,NA,NA,NA,0.00751,0.004,NA,NA,0.04,NA,NA,0.24,NA,NA,0.311,NA,0.0049,NA,NA,NA,NA,76.9,NA,NA,0.02,79,120,199,240
"1298","RD033",2018-03-07,"2018",1899-12-31 08:30:00,-19.33,-42.38,0.13,NA,NA,NA,0.00601,0.004,NA,NA,0.04,NA,NA,0.1497,NA,NA,0.285,NA,0.00645,NA,NA,NA,NA,67.1,NA,NA,0.09,91,106,197,230
"1299","RD035",2018-01-12,"2018",1899-12-31 10:30:00,-19.49,-42.49,0.088,NA,0.0387,3.4,0.005,0.004,NA,NA,0.04,NA,NA,0.27,NA,1.9,0.205,NA,0.004,NA,2.442,4.4,NA,62.2,NA,NA,0.08,75,112,187,145
"1300","RD035",2018-02-06,"2018",1899-12-31 14:00:00,-19.49,-42.49,0.119,NA,NA,NA,0.00887,0.004,NA,NA,0.04,NA,NA,0.329,NA,NA,0.414,NA,0.00564,NA,NA,NA,NA,53.4,NA,NA,0.13,74,285,359,337
"1301","RD035",2018-03-06,"2018",1899-12-31 15:00:00,-19.49,-42.49,0.114,NA,NA,NA,0.00589,0.004,NA,NA,0.04,NA,NA,0.1191,NA,NA,0.24,NA,0.00623,NA,NA,NA,NA,56.9,NA,NA,0.14,90,105,195,254
"1302","RD044",2018-01-17,"2018",1899-12-31 14:30:00,-18.88,-41.95,0.137,NA,0.0355,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.5,NA,1.9,0.0511,NA,0.004,NA,2.487,7.15,NA,81.2,NA,NA,0.04,64,20,84,35.3
"1303","RD044",2018-02-07,"2018",1899-12-31 11:30:00,-18.88,-41.95,0.102,NA,NA,NA,0.01133,0.0097,NA,NA,0.04,NA,NA,0.263,NA,NA,0.481,NA,0.00621,NA,NA,NA,NA,42.8,NA,NA,0.19,76,397,473,694
"1304","RD044",2018-03-07,"2018",1899-12-31 13:00:00,-18.88,-41.95,0.12,NA,NA,NA,0.00557,0.004,NA,NA,0.04,NA,NA,0.1447,NA,NA,0.214,NA,0.00508,NA,NA,NA,NA,56.7,NA,NA,0.12,74,141,215,235
"1305","RD045",2018-01-17,"2018",1899-12-31 15:40:00,-18.86,-41.83,0.168,NA,0.0265,3.2,0.005,0.004,NA,NA,0.04,NA,NA,0.567,NA,1.7,0.0315,NA,0.004,NA,2.569,7.44,NA,77.7,NA,NA,0.03,60,18,78,41.6
"1306","RD045",2018-02-07,"2018",1899-12-31 13:00:00,-18.86,-41.83,0.315,NA,NA,NA,0.01069,0.004,NA,NA,0.04,NA,NA,0.712,NA,NA,0.451,NA,0.00587,NA,NA,NA,NA,56.8,NA,NA,0.25,86,314,400,674
"1307","RD045",2018-03-07,"2018",1899-12-31 14:00:00,-18.86,-41.83,0.141,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1557,NA,NA,0.141,NA,0.00522,NA,NA,NA,NA,51,NA,NA,0.1,85,92,177,230
"1308","RD053",2018-01-22,"2018",1899-12-31 09:50:00,-18.97,-41.65,0.139,NA,0.0287,3.3,0.005,0.004,NA,NA,0.04,NA,NA,0.48,NA,1.8,0.0284,NA,0.004,NA,2.697,8.59,NA,84.2,NA,NA,0.02,77,10,87,27.5
"1309","RD053",2018-02-07,"2018",1899-12-31 14:30:00,-18.97,-41.65,0.402,NA,NA,NA,0.00661,0.004,NA,NA,0.04,NA,NA,0.725,NA,NA,0.205,NA,0.005,NA,NA,NA,NA,57.5,NA,NA,0.08,108,129,237,364
"1310","RD053",2018-03-07,"2018",1899-12-31 15:30:00,-18.97,-41.65,0.121,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1302,NA,NA,0.139,NA,0.00541,NA,NA,NA,NA,54.3,NA,NA,0.09,88,70,158,190
"1311","RD058",2018-01-22,"2018",1899-12-31 11:55:00,-19.17,-41.46,0.127,NA,0.0295,3.3,0.005,0.004,NA,NA,0.04,NA,NA,0.436,NA,1.8,0.0225,NA,0.004,NA,2.853,8.26,NA,83.5,NA,NA,0.02,76,13,89,24.8
"1312","RD058",2018-02-08,"2018",1899-12-31 09:15:00,-19.17,-41.46,0.288,NA,NA,NA,0.01592,0.004,NA,NA,0.04,NA,NA,0.614,NA,NA,0.735,NA,0.00934,NA,NA,NA,NA,44.2,NA,NA,0.21,145,460,605,919
"1313","RD058",2018-03-08,"2018",1899-12-31 09:00:00,-19.17,-41.46,0.096,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1403,NA,NA,0.152,NA,0.00468,NA,NA,NA,NA,54.9,NA,NA,0.02,88,83,171,194
"1314","RD059",2018-01-19,"2018",1899-12-31 14:10:00,-19.35,-41.24,0.13,NA,0.0305,3.6,0.005,0.004,NA,NA,0.04,NA,NA,0.412,NA,1.9,0.0358,NA,0.004,NA,2.899,7.25,NA,81.3,NA,NA,0.05,73,25,98,36.3
"1315","RD059",2018-02-08,"2018",1899-12-31 10:45:00,-19.35,-41.24,0.63,NA,NA,NA,0.00887,0.004,NA,NA,0.04,NA,NA,1.069,NA,NA,0.255,NA,0.00597,NA,NA,NA,NA,55.7,NA,NA,0.16,127,213,340,626
"1316","RD059",2018-03-08,"2018",1899-12-31 10:30:00,-19.35,-41.24,0.117,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1669,NA,NA,0.115,NA,0.00526,NA,NA,NA,NA,53.7,NA,NA,0.11,80,70,150,185
