"","Estacao","Data_de_Amostragem","Ano","Hora_de_Amostragem","Latitude","Longitude","Aluminio_dissolvido","Aluminio_total","Bario_total","Calcio_total","Chumbo_total","Cobre_dissolvido","Cobre_total","Cromo_hexavalente","Cromo_total","Cromo_trivalente","Estanho_total","Ferro_dissolvido","Ferro_total","Magnesio_total","Manganes_total","Manganes_dissolvido","Niquel_total","Potassio_total","Potassio_dissolvido","Sodio_dissolvido","Sodio_total","Condutividade_eletrica_in_loco","Condutividade_eletrica_laboratorio","Fluoreto_ionizado","Fosforo_total","Solidos_dissolvidos_totais","Solidos_em_suspensao_totais","Solidos_totais","Turbidez"
"1117","RD072",2016-01-13,"2016",1899-12-31 09:00:00,-20.27,-42.92,0.1,NA,0.202,4.8,0.02715,0.004,NA,NA,0.051,NA,NA,0.157,NA,2.9,3.675,NA,0.01345,NA,3.549,3.74,NA,64.4,NA,NA,0.03,136,5160,5296,5880
"1118","RD072",2016-03-15,"2016",1899-12-31 08:30:00,-20.27,-42.92,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6,NA,NA,0.16,104,316,420,915
"1119","RD072",2016-04-06,"2016",1899-12-31 08:30:00,-20.27,-42.92,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.299,NA,NA,0.184,NA,0.004,NA,NA,NA,NA,57.9,NA,NA,0.07,56,76,132,108
"1120","RD072",2016-05-23,"2016",1899-12-31 15:50:00,-20.27,-42.92,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.9,NA,NA,0.06,45,27,72,77
"1121","RD072",2016-06-20,"2016",1899-12-31 15:50:00,-20.27,-42.92,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.8,NA,NA,0.12,93,19,112,74.2
"1122","RD072",2016-07-06,"2016",1899-12-31 09:20:00,-20.27,-42.92,0.1,NA,0.0244,3,0.005,0.004,NA,NA,0.04,NA,NA,0.234,NA,1.9,0.135,NA,0.004,NA,1.381,4.96,NA,55.72,NA,NA,0.07,59,317,376,69
"1123","RD072",2016-08-15,"2016",1899-12-31 14:30:00,-20.27,-42.92,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3,NA,NA,0.12,55,80,135,65.1
"1124","RD072",2016-09-30,"2016",1899-12-31 15:10:00,-20.27,-42.92,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.282,NA,NA,0.129,NA,0.004,NA,NA,NA,NA,62.8,NA,NA,0.07,49,63,112,64.7
"1125","RD072",2016-10-19,"2016",1899-12-31 08:50:00,-20.27,-42.92,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.2189838852,NA,NA,0.1041347201,NA,0.004,NA,NA,NA,NA,79.6,NA,NA,0.12,68,34,102,50.3
"1126","RD072",2016-11-07,"2016",1899-12-31 14:00:00,-20.27,-42.92,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.219,NA,NA,0.13,NA,0.004,NA,NA,NA,NA,78.1,NA,NA,0.09,78,92,170,83.6
"1127","RD072",2016-12-05,"2016",1899-12-31 16:30:00,-20.27,-42.92,0.11,NA,NA,NA,0.00595,0.004,NA,NA,0.04,NA,NA,0.26,NA,NA,0.607,NA,0.00448,NA,NA,NA,NA,63.1,NA,NA,0.19,154,310,464,732
"1128","RD083",2012-01-26,"2012",1899-12-31 10:45:00,-19.1,-42.15,0.1,NA,0.0314,3.2,0.005,0.004,NA,NA,0.04,NA,NA,0.27,NA,1.5,0.0868,NA,0.004,NA,1.223,3.279,NA,47.1,NA,NA,0.05,39,63,102,55.1
"1129","RD083",2012-04-12,"2012",1899-12-31 10:15:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.1005,NA,NA,0.0947,NA,NA,NA,NA,NA,NA,49.5,NA,NA,0.08,68,32,100,41.3
"1130","RD083",2012-07-12,"2012",1899-12-31 09:50:00,-19.1,-42.15,0.1,NA,0.02,3,0.005,0.004,NA,NA,0.04,NA,NA,0.1166,NA,1.9,0.0427,NA,0.004,NA,1.531,5.14,NA,54.8,NA,NA,0.02,45,13,58,9.94
"1131","RD083",2012-10-10,"2012",1899-12-31 11:00:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.0877,NA,NA,0.0516,NA,NA,NA,NA,NA,NA,63.3,NA,NA,0.06,44,30,74,38.6
"1132","RD083",2013-01-23,"2013",1899-12-31 10:20:00,-19.1,-42.15,0.1,NA,0.0759,2,0.005,0.004,NA,NA,0.04,NA,NA,0.1564,NA,1.8,0.113,NA,0.00637,NA,1.656,2.91,NA,38.2,NA,NA,0.08,60,107,167,181
"1133","RD083",2013-04-18,"2013",1899-12-31 10:40:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.0731,NA,NA,0.0556,NA,NA,NA,NA,NA,NA,37,NA,NA,0.03,43,30,73,63.5
"1134","RD083",2013-06-19,"2013",1899-12-31 13:15:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7,NA,NA,0.02,45,26,71,25.7
"1135","RD083",2013-07-18,"2013",1899-12-31 11:00:00,-19.1,-42.15,0.1,NA,0.0212,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.14,NA,1,0.0337,NA,0.004,NA,1.7,7.3,NA,66.2,NA,NA,0.02,54,2,54,10.5
"1136","RD083",2013-08-28,"2013",1899-12-31 09:50:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.5,NA,NA,0.02,53,5,58,9.13
"1137","RD083",2013-09-18,"2013",1899-12-31 10:30:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.9,NA,NA,0.02,49,12,61,11
"1138","RD083",2013-10-10,"2013",1899-12-31 11:00:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.225,NA,NA,0.0413,NA,NA,NA,NA,NA,NA,69,NA,NA,0.05,54,21,75,30.5
"1139","RD083",2013-11-13,"2013",1899-12-31 10:20:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.87,NA,NA,0.07,49,11,60,33.1
"1140","RD083",2013-12-04,"2013",1899-12-31 11:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,NA,NA,0.04,50,26,76,47.3
"1141","RD083",2014-01-23,"2014",1899-12-31 10:15:00,-19.1,-42.15,0.1,NA,0.0211,3,0.005,0.004,NA,NA,0.04,NA,NA,0.1702,NA,1.5,0.0382,NA,0.004,NA,1.599,4.09,NA,37,NA,NA,0.02,44,8,52,23.5
"1142","RD083",2014-02-26,"2014",1899-12-31 12:15:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.3,NA,NA,0.03,47,46,93,38
"1143","RD083",2014-03-26,"2014",1899-12-31 10:20:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.5,NA,NA,0.02,66,33,99,39.3
"1144","RD083",2014-04-09,"2014",1899-12-31 13:40:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.13,NA,NA,0.0329,NA,NA,NA,NA,NA,NA,49.3,NA,NA,0.05,54,22,76,50
"1145","RD083",2014-05-21,"2014",1899-12-31 10:10:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.7,NA,NA,0.02,53,5,58,7.65
"1146","RD083",2014-06-11,"2014",1899-12-31 10:10:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,0.03,55,19,74,7.48
"1147","RD083",2014-07-16,"2014",1899-12-31 15:15:00,-19.1,-42.15,0.1,NA,0.0214,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.1005,NA,1.9,0.0271,NA,0.004,NA,1.858,8.94,NA,90.2,NA,NA,0.02,54,11,65,3.48
"1148","RD083",2014-08-27,"2014",1899-12-31 10:20:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,NA,NA,0.03,57,6,63,3.58
"1149","RD083",2014-09-24,"2014",1899-12-31 10:15:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.8,NA,NA,0.02,52,13,65,3.75
"1150","RD083",2014-10-08,"2014",1899-12-31 14:10:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.083,NA,NA,0.025,NA,NA,NA,NA,NA,NA,100,NA,NA,0.03,52,14,66,5.63
"1151","RD083",2014-11-19,"2014",1899-12-31 09:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,NA,NA,0.04,83,54,137,168
"1152","RD083",2014-12-10,"2014",1899-12-31 09:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.7,NA,NA,0.06,60,24,84,68.2
"1153","RD083",2015-01-21,"2015",1899-12-31 14:15:00,-19.1,-42.15,0.127,NA,0.0195,3.6,0.005,0.004,NA,NA,0.04,NA,NA,0.381,NA,1.3,0.0217,NA,0.004,NA,2.319,10.42,NA,75.2,NA,NA,0.03,62,6,68,8.59
"1154","RD083",2015-02-25,"2015",1899-12-31 09:40:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,0.02,64,4,68,20.5
"1155","RD083",2015-03-25,"2015",1899-12-31 10:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,0.05,68,6,74,33.4
"1156","RD083",2015-04-15,"2015",1899-12-31 12:20:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.145,NA,NA,0.0482,NA,NA,NA,NA,NA,NA,56.3,NA,NA,0.05,52,2,54,22.2
"1157","RD083",2015-05-27,"2015",1899-12-31 10:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,0.04,66,2,68,8.39
"1158","RD083",2015-06-24,"2015",1899-12-31 09:30:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.1,NA,NA,0.06,59,2,61,6.48
"1159","RD083",2015-07-15,"2015",1899-12-31 14:00:00,-19.1,-42.15,0.1,NA,0.019,2.5,0.005,0.004,NA,NA,0.04,NA,NA,0.0782,NA,2.9,0.022,NA,0.004,NA,1.727,8.46,NA,81.9,NA,NA,0.04,40,20,60,5.73
"1160","RD083",2015-08-26,"2015",1899-12-31 10:40:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.3,NA,NA,0.06,80,10,90,3.94
"1161","RD083",2015-09-23,"2015",1899-12-31 11:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,0.04,92,6,98,8.17
"1162","RD083",2015-10-14,"2015",1899-12-31 13:10:00,-19.1,-42.15,0.1,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.0519,NA,NA,0.0279,NA,NA,NA,NA,NA,NA,116,NA,NA,0.06,54,5,59,2.78
"1163","RD083",2015-12-08,"2015",1899-12-31 08:55:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,0.35,40,1220,1260,4724
"1164","RD083",2016-01-20,"2016",1899-12-31 15:45:00,-19.1,-42.15,0.1,NA,0.169,2.8,0.042,0.004,NA,NA,0.051,NA,NA,0.328,NA,1.6,2.564,NA,0.01485,NA,2.003,1.878,NA,33.5,NA,NA,0.03,52,1080,1132,3017
"1165","RD083",2016-03-16,"2016",1899-12-31 09:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,NA,NA,0.1,50,68,118,198
"1166","RD083",2016-04-13,"2016",1899-12-31 11:20:00,-19.1,-42.15,0.14,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,0.299,NA,NA,0.0537,NA,NA,NA,NA,NA,NA,83.6,NA,NA,0.05,59,22,81,64.9
"1167","RD083",2016-05-25,"2016",1899-12-31 09:30:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.87,NA,NA,0.05,68,18,86,65.3
"1168","RD083",2016-06-22,"2016",1899-12-31 09:00:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,NA,NA,0.05,85,19,104,62.3
"1169","RD083",2016-07-13,"2016",1899-12-31 13:15:00,-19.1,-42.15,0.1,NA,0.0247,4.3,0.005,0.004,NA,NA,0.04,NA,NA,0.138,NA,2.4,0.0385,NA,0.004,NA,2.218,13.42,NA,111.1,NA,NA,0.04,82,18,100,46.7
"1170","RD083",2016-08-17,"2016",1899-12-31 08:40:00,-19.1,-42.15,NA,NA,NA,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,0.04,110,12,122,72.9
"1171","RD083",2016-09-30,"2016",1899-12-31 09:00:00,-19.1,-42.15,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1632,NA,NA,0.0461,NA,0.004,NA,NA,NA,NA,110,NA,NA,0.1,108,30,138,137
"1172","RD083",2016-10-26,"2016",1899-12-31 14:20:00,-19.1,-42.15,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1031797072,NA,NA,0.0299822059,NA,0.004,NA,NA,NA,NA,88.8,NA,NA,0.02,92,10,102,45.9
"1173","RD083",2016-11-09,"2016",1899-12-31 09:10:00,-19.1,-42.15,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.177,NA,NA,0.0337,NA,0.004,NA,NA,NA,NA,126,NA,NA,0.1,97,5,102,40.5
"1174","RD083",2016-12-07,"2016",1899-12-31 09:20:00,-19.1,-42.15,0.114,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.368,NA,NA,0.205,NA,0.004,NA,NA,NA,NA,51,NA,NA,0.07,90,145,235,349
"1175","RD011",2017-01-10,"2017",1899-12-31 09:00:00,-20.29,-43.07,0.1,NA,0.0687,5,0.0065,0.004,NA,NA,0.04,NA,NA,0.1143,NA,3,0.711,NA,0.004,NA,1.036,3.58,NA,41.7,NA,NA,0.08,144,180,324,874
"1176","RD011",2017-02-20,"2017",1899-12-31 14:50:00,-20.29,-43.07,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.184,NA,NA,0.331,NA,0.004,NA,NA,NA,NA,58,NA,NA,NA,56,52,108,123
"1177","RD011",2017-07-18,"2017",1899-12-31 08:20:00,-20.29,-43.07,0.056,NA,0.0339,6.7,0.005,0.004,NA,NA,0.04,NA,NA,0.1432,NA,1.6,0.115,NA,0.004,NA,0.674,3.38,NA,68.2,NA,NA,0.03,79,13,92,40.9
"1178","RD011",2017-07-20,"2017",1899-12-31 15:46:00,-20.29,-43.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","RD011",2017-08-07,"2017",1899-12-31 12:50:00,-20.29,-43.07,0.033,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1309,NA,NA,0.0665,NA,0.004,NA,NA,NA,NA,70.1,NA,NA,0.02,56,29,85,49.3
"1180","RD011",2017-09-11,"2017",1899-12-31 13:25:00,-20.29,-43.07,0.069,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1735,NA,NA,0.0397,NA,0.004,NA,NA,NA,NA,75.4,NA,NA,0.02,52,9,61,12.2
"1181","RD011",2017-10-03,"2017",1899-12-31 08:40:00,-20.29,-43.07,0.024,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1215,NA,NA,0.133,NA,0.004,NA,NA,NA,NA,78.4,NA,NA,0.02,65,29,94,34.8
"1182","RD011",2017-11-06,"2017",1899-12-31 12:45:00,-20.29,-43.07,0.154,NA,NA,NA,0.00986,0.004,NA,NA,0.04,NA,NA,0.317,NA,NA,1.695,NA,0.00732,NA,NA,NA,NA,82.5,NA,NA,0.15,126,522,648,960
"1183","RD011",2017-12-04,"2017",1899-12-31 13:55:00,-20.29,-43.07,0.068,NA,NA,NA,0.01129,0.004,NA,NA,0.04,NA,NA,0.251,NA,NA,2.723,NA,0.0079,NA,NA,NA,NA,48.8,NA,NA,0.04,131,521,652,1462
"1184","RD019",2017-01-11,"2017",1899-12-31 14:05:00,-20.02,-42.75,0.1,NA,0.0269,3.7,0.005,0.004,NA,NA,0.04,NA,NA,0.262,NA,2.2,0.182,NA,0.004,NA,1.471,3.96,NA,57,NA,NA,0.19,60,49,109,99
"1185","RD019",2017-02-21,"2017",1899-12-31 11:20:00,-20.02,-42.75,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.212,NA,NA,0.203,NA,0.004,NA,NA,NA,NA,58.1,NA,NA,0.06,57,46,103,64.9
"1186","RD019",2017-07-19,"2017",1899-12-31 14:00:00,-20.02,-42.75,0.141,NA,0.0213,3.9,0.005,0.004,NA,NA,0.04,NA,NA,0.313,NA,1.8,0.0912,NA,0.004,NA,1.038,4.02,NA,59.1,NA,NA,0.04,66,56,122,44.6
"1187","RD019",2017-08-08,"2017",1899-12-31 09:30:00,-20.02,-42.75,0.101,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1272,NA,NA,0.0769,NA,0.004,NA,NA,NA,NA,62.8,NA,NA,0.02,60,62,122,31
"1188","RD019",2017-09-12,"2017",1899-12-31 10:30:00,-20.02,-42.75,0.271,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1714,NA,NA,0.123,NA,0.004,NA,NA,NA,NA,84,NA,NA,0.02,112,54,166,226
"1189","RD019",2017-10-04,"2017",1899-12-31 13:00:00,-20.02,-42.75,0.021,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0843,NA,NA,0.0745,NA,0.004,NA,NA,NA,NA,90.6,NA,NA,0.02,71,13,84,25.2
"1190","RD019",2017-11-07,"2017",1899-12-31 10:00:00,-20.02,-42.75,0.042,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1069,NA,NA,0.134,NA,0.004,NA,NA,NA,NA,88.3,NA,NA,0.06,66,29,95,95.2
"1191","RD019",2017-12-05,"2017",1899-12-31 12:50:00,-20.02,-42.75,0.087,NA,NA,NA,0.01411,0.004,NA,NA,0.04,NA,NA,0.206,NA,NA,0.757,NA,0.01139,NA,NA,NA,NA,57.4,NA,NA,0.04,254,443,697,1114
"1192","RD023",2017-01-13,"2017",1899-12-31 08:20:00,-19.76,-42.48,0.1,NA,0.0354,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.1951,NA,2.3,0.225,NA,0.004,NA,1.82,4,NA,61.9,NA,NA,0.04,69,73,142,231
"1193","RD023",2017-02-21,"2017",1899-12-31 14:00:00,-19.76,-42.48,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.222,NA,NA,0.176,NA,0.004,NA,NA,NA,NA,57.2,NA,NA,0.06,74,63,137,93.1
"1194","RD023",2017-07-21,"2017",1899-12-31 08:20:00,-19.76,-42.48,0.051,NA,0.0246,5.9,0.005,0.004,NA,NA,0.04,NA,NA,0.1472,NA,1.1,0.0879,NA,0.004,NA,1.239,3.96,NA,59,NA,NA,0.06,63,31,94,77.5
"1195","RD023",2017-08-08,"2017",1899-12-31 11:20:00,-19.76,-42.48,0.036,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1419,NA,NA,0.0904,NA,0.004,NA,NA,NA,NA,62.3,NA,NA,0.02,48,28,76,56.6
"1196","RD023",2017-09-12,"2017",1899-12-31 13:00:00,-19.76,-42.48,0.102,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1612,NA,NA,0.142,NA,0.004,NA,NA,NA,NA,84.1,NA,NA,0.04,116,158,274,476
"1197","RD023",2017-10-06,"2017",1899-12-31 09:10:00,-19.76,-42.48,0.034,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0745,NA,NA,0.0993,NA,0.004,NA,NA,NA,NA,86.1,NA,NA,0.04,56,34,90,46.7
"1198","RD023",2017-11-07,"2017",1899-12-31 12:00:00,-19.76,-42.48,0.036,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1147,NA,NA,0.0985,NA,0.004,NA,NA,NA,NA,89.9,NA,NA,0.04,74,23,97,69.4
"1199","RD023",2017-12-06,"2017",1899-12-31 08:00:00,-19.76,-42.48,1.516,NA,NA,NA,0.01761,0.004,NA,NA,0.04,NA,NA,1.241,NA,NA,0.842,NA,0.01512,NA,NA,NA,NA,49.9,NA,NA,0.02,384,446,830,4489
"1200","RD033",2017-01-18,"2017",1899-12-31 09:10:00,-19.33,-42.38,0.191,NA,0.0687,4,0.00719,0.004,NA,NA,0.04,NA,NA,0.412,NA,2.3,0.712,NA,0.00566,NA,2.379,5.79,NA,67.9,NA,NA,0.22,110,322,432,421
"1201","RD033",2017-02-22,"2017",1899-12-31 09:20:00,-19.33,-42.38,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.221,NA,NA,0.153,NA,0.004,NA,NA,NA,NA,103,NA,NA,0.02,120,75,195,113
"1202","RD033",2017-07-17,"2017",1899-12-31 12:30:00,-19.33,-42.38,0.067,NA,0.024,5,0.005,0.004,NA,NA,0.04,NA,NA,0.142,NA,1.6,0.0632,NA,0.00462,NA,1.852,11.32,NA,123,NA,NA,0.05,87,23,110,52.8
"1203","RD033",2017-08-08,"2017",1899-12-31 15:00:00,-19.33,-42.38,0.047,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1219,NA,NA,0.0534,NA,0.004,NA,NA,NA,NA,135,NA,NA,0.05,86,29,115,28
"1204","RD033",2017-09-12,"2017",1899-12-31 16:00:00,-19.33,-42.38,0.078,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1685,NA,NA,0.0561,NA,0.004,NA,NA,NA,NA,166,NA,NA,0.05,125,2,127,57.5
"1205","RD033",2017-10-11,"2017",1899-12-31 09:20:00,-19.33,-42.38,0.038,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0897,NA,NA,0.0531,NA,0.004,NA,NA,NA,NA,152,NA,NA,0.06,117,3,120,10.5
"1206","RD033",2017-11-07,"2017",1899-12-31 15:00:00,-19.33,-42.38,0.05,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1094,NA,NA,0.0933,NA,0.00703,NA,NA,NA,NA,145,NA,NA,0.05,96,20,116,54.8
"1207","RD033",2017-12-06,"2017",1899-12-31 10:40:00,-19.33,-42.38,0.185,NA,NA,NA,0.02668,0.004,NA,NA,0.04,NA,NA,0.268,NA,NA,0.878,NA,0.02168,NA,NA,NA,NA,55.1,NA,NA,0.04,408,865,1273,2398
"1208","RD035",2017-01-13,"2017",1899-12-31 10:00:00,-19.49,-42.49,0.1,NA,0.0295,3.8,0.005,0.004,NA,NA,0.04,NA,NA,0.251,NA,2.3,0.174,NA,0.004,NA,1.805,4.98,NA,70.2,NA,NA,0.07,75,15,90,68.3
"1209","RD035",2017-02-21,"2017",1899-12-31 15:30:00,-19.49,-42.49,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1209,NA,NA,0.371,NA,0.004,NA,NA,NA,NA,79.3,NA,NA,0.12,84,146,230,270
"1210","RD035",2017-07-21,"2017",1899-12-31 10:00:00,-19.49,-42.49,0.042,NA,0.0249,6.4,0.005,0.004,NA,NA,0.04,NA,NA,0.1363,NA,2.9,0.0894,NA,0.004,NA,1.322,4.87,NA,72.9,NA,NA,0.05,66,26,92,52.1
"1211","RD035",2017-08-08,"2017",1899-12-31 12:30:00,-19.49,-42.49,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0523,NA,NA,0.113,NA,0.004,NA,NA,NA,NA,81.1,NA,NA,0.05,67,13,80,34.7
"1212","RD035",2017-09-12,"2017",1899-12-31 14:30:00,-19.49,-42.49,0.104,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.219,NA,NA,0.0874,NA,0.004,NA,NA,NA,NA,102,NA,NA,0.05,84,21,105,135
"1213","RD035",2017-10-06,"2017",1899-12-31 11:30:00,-19.49,-42.49,0.02,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.0585,NA,NA,0.146,NA,0.00598,NA,NA,NA,NA,93.5,NA,NA,0.03,76,13,89,42.8
"1214","RD035",2017-11-07,"2017",1899-12-31 13:40:00,-19.49,-42.49,0.03,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.1097,NA,NA,0.0948,NA,0.004,NA,NA,NA,NA,92,NA,NA,0.05,76,21,97,56.2
"1215","RD035",2017-12-06,"2017",1899-12-31 09:15:00,-19.49,-42.49,0.82,NA,NA,NA,0.03753,0.004,NA,NA,0.051,NA,NA,0.596,NA,NA,1.821,NA,0.02731,NA,NA,NA,NA,63.6,NA,NA,0.02,361,1633,1994,3062
"1216","RD044",2017-01-18,"2017",1899-12-31 13:15:00,-18.88,-41.95,0.11,NA,0.0311,3.2,0.005,0.004,NA,NA,0.04,NA,NA,0.272,NA,1.9,0.136,NA,0.004,NA,2.153,4.31,NA,61.1,NA,NA,0.11,85,101,186,156
"1217","RD044",2017-02-22,"2017",1899-12-31 14:00:00,-18.88,-41.95,0.1,NA,NA,NA,0.005,0.004,NA,NA,0.04,NA,NA,0.21,NA,NA,0.125,NA,0.004,NA,NA,NA,NA,77.9,NA,NA,0.02,71,44,115,81.6
